CandidateDiseaseCode,CandidateDiseaseNameEn,CandidateDiseaseNameVi,SuggestedGroupCode,MatchedKeyword,EvidenceField,EvidenceCount,SampleDrugNames,EvidenceSnippet,Action
CAND-DIS-0105,Plaque Psoriasis,Vảy nến thể mảng,DERMATOLOGY,Plaque Psoriasis,KnownIndications; SideEffectsWarnings,2,TAZAROTENE (TAZORAC),"1 INDICATIONS AND USAGE TAZORAC ® Cream 0.05% and 0.1% is a retinoid indicated for the topical treatment of plaque psoriasis. ( 1.1 ) TAZORAC Cream 0.1% is indicated for the topical treatment of acne vulgaris. ( 1.2 ) 1.1 Plaque Psoriasis TAZORAC ® (tazarotene) Cream, 0.05% and 0.1% are indicated for th || 05% and 0.1% is a retinoid indicated for the topical treatment of plaque psoriasis. ( 1.1 ) TAZORAC Cream 0.1% is indicated for the topical treatment of acne vulgaris. ( 1.2 ) 1.1 Plaque Psoriasis TAZORAC ® (tazarotene) Cream, 0.05% and 0.1% are indicated for the topical treatment of patients with plaque psoriasis. 1.2 Acne Vulgaris TAZORAC (tazarotene) Cream, 0.1% is also || ated for the topical treatment of acne vulgaris. ( 1.2 ) 1.1 Plaque Psoriasis TAZORAC ® (tazarotene) Cream, 0.05% and 0.1% are indicated for the topical treatment of patients with plaque psoriasis. 1.2 Acne Vulgaris TAZORAC (tazarotene) Cream, 0.1% is also indicated for the topical treatment of patients with acn",NEED_REVIEW
CAND-DIS-0106,Pre-existing Psychotic Disorder,,OTHER,Pre-existing Psychotic Disorder,SideEffectsWarnings,2,"AMPHETAMINE SULFATE (Amphetamine Sulfate); DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE (DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE)","rtension. Psychiatric Adverse Reactions Exacerbation of Pre-Existing Psychosis CNS stimulants may exacerbate symptoms of behavior disturbance and thought disorder in patients with a pre-existing psychotic disorder. Induction of a Manic Episode in Patients with Bipolar Disorder CNS stimulants may induce a manic or mixed episode in patients. Prior to initiating amphetamine sulfate tablets, sc || rtension. Psychiatric Adverse Reactions Exacerbation of Pre-Existing Psychosis CNS stimulants may exacerbate symptoms of behavior disturbance and thought disorder in patients with a pre-existing psychotic disorder. Induction of a Manic Episode in Patients with Bipolar Disorder CNS stimulants may induce a manic or mixed episode in patients. Prior to initiating amphetamine sulfate tablets, sc || ertension. Psychiatric Adverse Reactions Exacerbation of Preexisting Psychosis CNS stimulants may exacerbate symptoms of behavior disturbance and thought disorder in patients with a pre-existing psychotic d",NEED_REVIEW
CAND-DIS-0107,Pseudomembranous Colitis Has Been Established,,DIGESTIVE,Pseudomembranous Colitis Has Been Established,SideEffectsWarnings,2,ERYTHROMYCIN (erythromycin); CEFAZOLIN (Cefazolin),"ay permit overgrowth of clostridia. Studies indicate that a toxin produced by Clostridium difficile is one primary cause of “antibiotic-associated colitis”. After the diagnosis of pseudomembranous colitis has been established, therapeutic measures should be initiated. Mild cases of pseudomembranous colitis usually respond to drug discontinuation alone. In moderate to severe cases, consideration should be given to management with fluids and ele || may permit overgrowth of clostridia. Studies indicate that a toxin produced by Clostridium difficile is a primary cause of “antibiotic‑associated colitis.” After the diagnosis of pseudomembranous colitis has been established, therapeutic measures should be initiated. Mild cases of pseudomembranous colitis usually respond to drug discontinuation alone. In moderate to severe cases, consideration should be given to management with fluids and ele",NEED_REVIEW
CAND-DIS-0108,Psychiatric Disorder,,OTHER,Psychiatric Disorder,SideEffectsWarnings,2,VARENICLINE (Varenicline); ISOTRETINOIN (Isotretinoin),"tive disorder, (6) a trial conducted in patients with major depressive disorder, (7) a postmarketing neuropsychiatric safety outcome trial in patients without or with a history of psychiatric disorder, (8) a non-treatment extension of the postmarketing neuropsychiatric safety outcome trial that assessed CV safety, (9) a trial in patients who were not able or willing to quit abruptly and who were instructed to quit gradually (“gradual approach to quitting smoking trial”). Adverse events in the tr || d above Depressed mood disorders and disturbances 11 9 Anxiety 7 9 Agitation 7 4 Tension 4 3 Hostility 2 0.4 Restlessness 2 2 In the trial of patients without or with a history of psychiatric disorder (7), the most common adverse events in subjects treated with varenicline were similar to those observed in premarketing studies. Most common treatment-emergent adverse events reported in this trial are shown in Table 5 below. Table 5. Treatment Emergent Common AEs (%) in the Trial of Patients w",NEED_REVIEW
CAND-DIS-0109,Rosacea,,DERMATOLOGY,Rosacea,KnownIndications; SideEffectsWarnings,2,"DOXEPIN HYDROCHLORIDE (Doxepin hydrochloride); SULFACETAMIDE SODIUM, SULFUR (SODIUM SULFACETAMIDE AND SULFUR)","aryngeal disorder, rhinorrhea, dyspnea. Skin and Subcutaneous Tissue Disorders: Infrequent: skin irritation; Rare: cold sweat, dermatitis, erythema, hyperhidrosis, pruritis, rash, rosacea. Surgical and Medical Procedures: Rare: arthrodesis. Vascular Disorders : Infrequent: pallor; Rare: blood pressure inadequately controlled, hematoma, hot flush. In addition, the r || INDICATIONS: This product is indicated for use in the topical control of acne vulgaris, acne rosacea and seborrheic dermatitis.",NEED_REVIEW
CAND-DIS-0110,Schizoaffective Disorder,,OTHER,Schizoaffective Disorder,SideEffectsWarnings,2,VARENICLINE (Varenicline); OLANZAPINE (Olanzapine),"ion * 2.0 0.6 Hospitalization for angina pectoris 1.7 1.1 New diagnosis of peripheral vascular disease (PVD) or admission for a PVD procedure 1.4 0.6 In the trial of patients with stable schizophrenia or schizoaffective disorder (5), 128 smokers on antipsychotic medication were randomized 2:1 to varenicline (1 mg twice daily) or placebo for 12 weeks with 12-week non-drug follow-up. The most common treatment emergent adverse events reported in this trial are shown in Table 3 below. Table 3. Commo || ation. In a single 8-week randomized, double-blind, fixed-dose study comparing 10 mg/day (N=199), 20 mg/day (N=200) and 40 mg/day (N=200) of oral olanzapine in adult patients with schizophrenia or schizoaffective disorder, incidence of fatigue (10 mg/day: 1.5%; 20 mg/day: 2.1%; 40 mg/day: 6.6%) was observed with significant differences between 10 mg/day vs 40 mg/day and 20 mg/day vs 40 mg/day. The incidence of dizziness (10 mg/day: 2",NEED_REVIEW
CAND-DIS-0111,Seborrheic Dermatitis,,DERMATOLOGY,Seborrheic Dermatitis,KnownIndications; SideEffectsWarnings,2,"KETOCONAZOLE (Ketoconazole); SULFACETAMIDE SODIUM, SULFUR (SODIUM SULFACETAMIDE AND SULFUR)","ADVERSE REACTIONS Clinical Trials Experience In 11 double-blind trials in 264 patients using ketoconazole shampoo, 2% for the treatment of dandruff or seborrheic dermatitis, an increase in normal hair loss and irritation occurred in less than 1% of patients. In three open label safety trials in which 41 patients shampooed 4-10 times weekly for six months, the following adverse experiences each occurred once: abnormal hair texture, sc || INDICATIONS: This product is indicated for use in the topical control of acne vulgaris, acne rosacea and seborrheic dermatitis.",NEED_REVIEW
CAND-DIS-0112,Skin Cancer and Early Skin Ageing,,CANCER,Skin Cancer and Early Skin Ageing,KnownIndications,2,"AVOBENZONE, HOMOSALATE OCTISALATE, OCTOCRYLENE (CLEAR GLOW BROAD SPECTRUM SUNCREEN SPF 50); TITANIUM OXIDE, ZINC OXIDE (NAKED SUNDAYS CABANA GLOW MINERAL GLOW SERUM DROPS BRONZE 40mL with wild Rosella SPF 50)","USES Helps prevent sunburn. If used as directed with other sun protection measures (see directions), decreases the risk of skin cancer and early skin ageing caused by the sun. || USES Uses: Helps prevent sunburn. If used as directed with other sun protection measures (see directions), decreases the risk of skin cancer and early skin ageing caused by the sun.",NEED_REVIEW
CAND-DIS-0113,Social Anxiety Disorder,,MENTAL,Social Anxiety Disorder,KnownIndications; SideEffectsWarnings,2,SERTRALINE HYDROCHLORIDE (Sertraline Hydrochloride),iety of the feared situation is associated with functional impairment or marked distress. The efficacy of Sertraline hydrochloride in maintaining a response in adult patients with social anxiety disorder for up to 24 weeks following 20 weeks of Sertraline hydrochloride treatment was demonstrated in a placebo-controlled trial. Physicians who prescribe Sertraline hydrochloride for extended periods should periodically reevaluate the long-term usefulness of the drug for the individual patient (see C || iety of the feared situation is associated with functional impairment or marked distress. The efficacy of Sertraline hydrochloride in maintaining a response in adult patients with social anxiety disorder for up to 24 weeks following 20 weeks of Sertraline hydrochloride treatment was demonstrated in a placebo-controlled trial. Physicians who prescribe Sertraline hydrochloride for extended periods should periodically reevaluate the long-term usefulness of the drug for the individual patient (s,NEED_REVIEW
CAND-DIS-0114,Ulcer Disease,,DIGESTIVE,Ulcer Disease,SideEffectsWarnings,2,ETODOLAC (Etodolac); NABUMETONE (Nabumetone),"ents about the signs and/or symptoms of serious GI toxicity and what steps to take if they occur. NSAIDs should be prescribed with extreme caution in those with a prior history of ulcer disease or gastrointestinal bleeding. Patients with a prior history of peptic ulcer disease, and/or gastrointestinal bleeding , and who use NSAIDs have a greater than 10-fold increased risk for developing a GI bleed || ds, institute an appropriate ulcer treatment regimen and monitor the patients progress carefully. NSAIDs should be prescribed with extreme caution in those with a prior history of ulcer disease or gastrointestinal bleeding. Patients with a prior history of peptic ulcer disease and/or gastrointestinal bleeding who use NSAIDs have a greater than 10 fold increased risk for developing a GI bleed compare",NEED_REVIEW
CAND-DIS-0115,Ulcer Disease or Gastrointestinal Bleeding,,DIGESTIVE,Ulcer Disease or Gastrointestinal Bleeding,SideEffectsWarnings,2,ETODOLAC (Etodolac); NABUMETONE (Nabumetone),"ents about the signs and/or symptoms of serious GI toxicity and what steps to take if they occur. NSAIDs should be prescribed with extreme caution in those with a prior history of ulcer disease or gastrointestinal bleeding. Patients with a prior history of peptic ulcer disease, and/or gastrointestinal bleeding , and who use NSAIDs have a greater than 10-fold increased risk for developing a GI bleed || ds, institute an appropriate ulcer treatment regimen and monitor the patients progress carefully. NSAIDs should be prescribed with extreme caution in those with a prior history of ulcer disease or gastrointestinal bleeding. Patients with a prior history of peptic ulcer disease and/or gastrointestinal bleeding who use NSAIDs have a greater than 10 fold increased risk for developing a GI bleed compare",NEED_REVIEW
CAND-DIS-0116,Vomiting Associated with Highly Emetogenic Cancer Chemotherapy,,CANCER,Vomiting Associated with Highly Emetogenic Cancer Chemotherapy,KnownIndications,2,ONDANSETRON HYDROCHLORIDE (ondansetron hydrochloride); ONDANSETRON (Ondansetron),"1 INDICATIONS AND USAGE Ondansetron tablets are indicated for the prevention of nausea and vomiting associated with: highly emetogenic cancer chemotherapy, including cisplatin greater than or equal to 50 mg/m 2 . initial and repeat courses of moderately emetogenic cancer chemotherapy. radiotherapy in patients receiving either total b || 1 INDICATIONS AND USAGE Ondansetron is indicated for the prevention of nausea and vomiting associated with: • highly emetogenic cancer chemotherapy, including cisplatin greater than or equal to 50 mg/m 2 • initial and repeat courses of moderately emetogenic cancer chemotherapy • radiotherapy in patients receiving either total",NEED_REVIEW
CAND-DIS-0117,Wilson's Disease,,OTHER,Wilson's Disease,ContraindicationsInteractions; SideEffectsWarnings,2,PENICILLAMINE (Penicillamine),"CONTRAINDICATIONS Except for the treatment of Wilson's disease or certain patients with cystinuria, use of penicillamine during pregnancy is contraindicated (see WARNINGS ). Although breast milk studies have not been reported in animals or humans, mothers on therapy with penicillamine should not nurse their infants. Patients with a history of penicil || tion in dosage. In rheumatoid arthritis patients penicillamine should be discontinued if unexplained gross hematuria or persistent microscopic hematuria develops. In patients with Wilson's disease or cystinuria the risks of continued penicillamine therapy in patients manifesting potentially serious urinary abnormalities must be weighed against the expected therapeutic benefits. When penicillamine is used in cystinuria, an annual x-ray for renal stones is advised. Cystine stones form rapidly, som || mother, which may be fatal. *** Scheinberg, I.H.; Sternlieb, I.: N. Engl. J. Med. 293: 1300-1302, Dec. 18, 1975. If penicillamine is adminis",NEED_REVIEW
CAND-DIS-0118,Without Pulmonary Embolism,,CARDIO,Without Pulmonary Embolism,KnownIndications; SideEffectsWarnings,2,ENOXAPARIN SODIUM (Enoxaparin Sodium),"undergoing knee replacement surgery in medical patients who are at risk for thromboembolic complications due to severely restricted mobility during acute illness 1.2 Treatment of Acute Deep Vein Thrombosis Enoxaparin sodium injection is indicated for: the inpatient treatment of acute deep vein thrombosis with or without pulmonary embolism , when administered in conjunction with warfarin sodium the outpatient treatment of acute deep vein thrombosis without pulmonary embolism , when administered i || verely restricted mobility during acute illness, 1,578 for prophylaxis of ischemic complications in unstable angina and non – Q-wave myocardial infarction, 10,176 for treatment of acute ST-elevation myocardial infarction, and 857 for treatment of deep vein thrombosis with or without pulmonary embolism. Enoxaparin sodium doses in the clinical trials for prophylaxis of deep vein thrombosis following abdominal or hip or knee replacement surgery or in medical patients with severely",NEED_REVIEW
